id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm328175,Budapest,MOVIE,Two best friends stuck in boring jobs become bachelor party planners in Budapest.,2018,R,102,"['comedy', 'european']",['FR'],,tt7027092,5.4,2952,0.0,0.0
ts90880,44 Cats,SHOW,"The adventures of four kittens who make up the musical group called The Buffycats, with stories focusing on themes of friendship, altruism, tolerance and diversity.",2018,TV-Y7,15,"['action', 'animation', 'comedy', 'family', 'music']",['IT'],5,tt9699148,6.0,283,0.0,0.0
tm344173,All I Wish,MOVIE,"A woman struggles to escape the clutches of her overbearing, co-dependent mother, while gradually falling for a sexy, sophisticated attorney.",2018,G,94,"['romance', 'comedy', 'drama']",['US'],,tt1492705,5.2,1600,0.0,0.0
ts57913,Strongest Deliveryman,SHOW,Two gutsy food delivery workers strive to overcome their socioeconomic disadvantages to achieve big goals -- and bump into love along the way.,2017,TV-MA,55,"['drama', 'romance']",['KR'],1,tt7022748,7.3,660,0.0,0.0
tm307843,Angamaly Diaries,MOVIE,Six young friends in the small town of Angamaly tries their luck by starting a pork business lead by Vincent Pepe. They initially strike a business deal with Rajan and Ravi despite the duo having killed a close friend of theirs in a gang fight. Vincent is in love with Sakhi and plan to immigrate abroad with her. But their plans hit a road bump as the deal with the gangsters hits some road bumps.,2017,,132,"['drama', 'thriller', 'action', 'comedy']",['IN'],,tt6167894,7.9,6013,0.0,0.0
tm441060,ReMastered: Tricky Dick & The Man in Black,MOVIE,"This documentary chronicles Johnny Cash's 1970 visit to the White House, where Cash's emerging liberal ideals clashed with Richard Nixon's policies.",2018,,58,"['documentation', 'music']",['US'],,tt9046556,7.1,1519,0.0,0.0
ts58442,Live Up To Your Name,SHOW,"Heo Im is an oriental doctor, acknowledged as the best in acupuncture and moxibustion in Joseon. His success is blocked due to his low status.

One day, Heo Im travels though time and finds himself in present day Seoul. He meets Choi Yeon-Kyung. She is doctor firmly believing in only modern medicine.",2017,TV-MA,69,"['drama', 'fantasy', 'romance']",['KR'],1,tt7094874,8.0,1265,0.0,0.0
ts84772,Ingress: The Animation,SHOW,"After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.",2018,TV-MA,24,"['scifi', 'animation', 'action']",['JP'],1,tt9561968,6.5,534,0.0,0.0
tm370628,Fred Armisen: Standup for Drummers,MOVIE,"For an audience of drummers, comedian Fred Armisen shares and demonstrates his thoughts on musical genres, drummer quirks, regional accents and more.",2018,,65,"['music', 'comedy']",['US'],,tt7924798,5.8,1294,0.0,0.0
tm300027,Thi Mai,MOVIE,"After losing her daughter in an accident, Carmen loses all incentive to keep going, until she receives an unexpected letter from the adoption agency: her daughter was finally granted the Vietnamese girl she had asked for adoption and whose name is Thi Mai.",2018,G,99,"['comedy', 'family', 'european']",['ES'],,tt6126346,6.0,2558,0.0,0.0
ts80030,Fastest Car,SHOW,The drivers of exotic supercars put their street cred on the line against deceptively fast sleeper cars built and modified by true gearheads.,2018,TV-MA,44,"['reality', 'action', 'documentation']",['US'],2,tt8295694,7.1,1330,0.0,0.0
tm279585,Deidra & Laney Rob a Train,MOVIE,"After their mother ends up in jail, two sisters turn to train robbery in order to support their family.",2017,,92,"['drama', 'comedy', 'crime']",['US'],,tt4144332,6.0,1913,0.0,0.0
tm406098,Battle,MOVIE,"Amalie is the girl who has everything, good looks, money, a boyfriend and a big talent of dancing. One day, her world falls apart and she moves from everything she knows. Then enter Mikael. He is dancing in the streets and Amalie joins him in dancing on the streets, dancing Battles.",2018,R,95,"['drama', 'romance', 'music', 'european']","['NO', 'SE', 'DK', 'NL']",,tt6854672,5.9,4248,0.0,0.0
ts77405,Bad Guys: Vile City,SHOW,"Ordered to take down a villainous business leader who controls the city, a prosecutor gathers a team of men who may not be so clean themselves.",2017,,64,"['action', 'comedy', 'animation', 'crime', 'drama']",['KR'],1,tt12404980,5.9,30,0.0,0.0
tm300056,Holy Goalie,MOVIE,A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.,2018,,95,"['comedy', 'sport', 'european']",['ES'],,tt6197484,5.3,1634,0.0,0.0
tm355666,Saving Capitalism,MOVIE,Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy.,2017,,73,['documentation'],['US'],,tt6185286,6.8,3213,0.0,0.0
ts111582,The Platform,SHOW,"The Platform is a weekly variety show about stories. All kinds of people sharing all kinds of stories from all parts of the world. People, Places, Stories, Faces. With the right platform anything's possible, so it's super fun putting the show together each week with the goal of finding and sharing inspirational stories. The same goes with artists too. Finding talent and giving them the chance to not only play but share their story beforehand. Sometimes it's new talent, and other times it's names from the past that we all know and love. Everyone's got a story to tell - and The Platform is a space to share that with our audience.",2018,TV-14,45,['music'],['ES'],2,tt8254954,5.4,8,,
tm244292,Bibi & Tina: Perfect Pandemonium,MOVIE,"It's perfect pandemonium when Bibi and Tina meet a runaway boy with an attitude problem, who turns out to actually be a girl, named Adea.
 Adea‘s uncle is so narrow-minded and stubborn that even with all her magic spells, Bibi can't manage to get the two to reconcile.
 Meanwhile, Falkenstein Castle is being renovated, which is driving the Count to his wits' end. Especially since Alex is planning to hold a music festival at Falkenstein and is determined to go through with it over his father's objections.
 And if all that was not enough, Tina gets kidnapped. Despite the complete chaos, one thing is clear - in the end, real change comes from everybody working and pulling together, not by magic.",2017,,110,"['fantasy', 'action', 'family', 'comedy', 'drama', 'european']",['DE'],,tt5950646,4.0,470,0.0,0.0
ts85126,The Degenerates,SHOW,Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.,2018,,24,['comedy'],['US'],2,tt9077196,6.2,680,0.0,0.0
tm313712,Mom,MOVIE,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked free.",2017,,147,"['drama', 'thriller', 'crime']",['IN'],,tt8771030,7.2,10522,0.0,0.0
ts70631,Children of the Whales,SHOW,"Chakuro is the 14-year-old archivist of the Mud Whale, a nigh-utopian island that floats across the surface of an endless sea of sand. Nine in ten of the inhabitants of the Mud Whale have been blessed and cursed with the ability to use saimia, special powers that doom them to an early death. Chakuro and his friends have stumbled across other islands, but they have never met, seen, or even heard of a human who wasn't from their own. One day, Chakuro visits an island as large as the Mud Whale and meets a girl who will change his destiny.",2017,TV-14,24,"['scifi', 'animation', 'drama', 'fantasy']",['JP'],1,tt7484994,7.0,1551,0.0,0.0
tm359714,Christmas Inheritance,MOVIE,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.",2017,,105,"['romance', 'drama', 'comedy']",['US'],,tt7608534,5.7,11720,0.0,0.0
tm336712,An Imperfect Murder,MOVIE,"Successful actress Vera Lockman thrashes during a nightmare in which she struggles with, shoots and kills her drug-dealer ex-boyfriend. Jolted awake, she reveals in her journal that the killing actually occurred the day before and that Sal, dead, lies in a trunk in her living room.",2017,R,71,"['crime', 'thriller', 'drama']",['US'],,tt6469960,3.2,1679,0.0,0.0
tm376015,LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,MOVIE,"The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them.",2017,,22,"['scifi', 'animation', 'family', 'action', 'comedy', 'fantasy']",['US'],,tt7387224,5.8,451,0.0,0.0
tm348010,Killing Hasselhoff,MOVIE,"A man in a high stakes celebrity death pool quickly loses everything - his business, his bank account, his home, his fiancé. He snaps, then realizes the only way to get his life back on track. He'll have to murder his own celebrity. He'll have to kill Hasselhoff.",2017,R,80,['comedy'],['US'],,tt2967226,4.4,2682,0.0,0.0
ts83213,The Rise of Phoenixes,SHOW,"When a secret from the past rears its head, respected warrior Feng Zhiwei is forced to choose between revenge and her loyalty to ruling prince Ning Yi.",2018,TV-14,45,"['drama', 'romance', 'history']",['CN'],1,tt7052634,8.4,1492,0.0,0.0
tm238587,Shepherds and Butchers,MOVIE,A lawyer takes on a case of a prison guard in South Africa who is traumatized by the executions he's witnessed.,2017,R,106,"['drama', 'crime']","['US', 'DE', 'ZA']",,tt4627352,6.8,3357,0.0,0.0
tm372662,The Skin of the Wolf,MOVIE,"Martinón is the last inhabitant of Auzal, a village in the mountains where he lives in communion with nature. He only goes down to the valleys twice a year to trade and to buy provisions. But one day he’s convinced to take a wife, a decision intended to soften his calloused soul—but in some ways his real struggle is only just beginning.",2018,,110,"['romance', 'thriller', 'drama', 'action', 'european']",['ES'],,tt6347150,5.8,3108,0.0,0.0
tm438994,The Holiday Calendar,MOVIE,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.,2018,,94,"['romance', 'comedy', 'family', 'drama', 'fantasy']",['US'],,tt8262802,5.7,10060,0.0,0.0
ts82419,Zac & Mia,SHOW,"""Zac and Mia"", based on the novel by A.J. Betts, about 2 teens battling cancer in the same hospital. In the real world, Zac and Mia would have pretty much nothing in common, but in the hospital, where they're the only 2 teens on the ward, they develop an unbreakable bond. If cancer is the variable that changed everything, the only constant is their ever-deepening need for one another.",2017,TV-14,20,['drama'],['US'],2,tt7487358,7.8,628,0.0,0.0
tm898842,C/O Kaadhal,MOVIE,A heart warming film that explores the concept of romance with episodes involving four sets of people of different age group.,2021,,134,['drama'],[],,tt11803618,7.7,348,,
tm270987,Sahara,MOVIE,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.,2017,,86,"['animation', 'comedy', 'family', 'action', 'romance', 'drama', 'european']","['CA', 'FR']",,tt5246762,5.5,2802,0.0,0.0
tm374216,Take Your Pills,MOVIE,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more -- faster and better. But at what cost?",2018,,87,['documentation'],['US'],,tt7983844,6.3,5151,0.0,0.0
tm362074,And Breathe Normally,MOVIE,"At the edge of Iceland’s Reykjanes peninsula, two women’s lives will intersect – for a brief moment – while trapped in circumstances unforeseen. Between a struggling Icelandic mother and an asylum seeker from Guinea-Bissau, a delicate bond will form as both strategize to get their lives back on track.",2018,,102,"['drama', 'european']","['IS', 'SE', 'BE']",,tt6776106,6.9,3073,0.0,0.0
ts86945,Abby Hatcher,SHOW,"Abby Hatcher is part girl, part superhero; living in a world full of fuzzlies. When a fuzzly friend needs help, Abby takes action – going on a mission to make things right.",2018,TV-Y,17,"['animation', 'family', 'fantasy', 'comedy']",['US'],3,tt9433014,5.4,182,0.0,0.0
ts55484,My Only Love Song,SHOW,"Song Soo-Jung is an arrogant pop star who believes not only that status and money can get you anywhere, but that it defines your worth. She accidentally falls into a time-slip portal and travels back in time to the Joseon era where she meets On-Dal, a man who loves money yet is generous to those without.",2017,TV-MA,29,"['drama', 'romance', 'comedy', 'fantasy']",['KR'],1,tt6125832,7.0,672,0.0,0.0
ts74805,A Little Help with Carol Burnett,SHOW,"In this unscripted series starring comedy legend Carol Burnett, kids dish out advice to celebrities and everyday people in front of a live audience.",2018,TV-G,24,[],['US'],1,tt7204366,6.3,237,0.0,0.0
ts80042,ReBoot: The Guardian Code,SHOW,Four tech-savvy teens hone their skills as cyber-superheroes in a series of secret missions to save the world.,2018,TV-G,23,"['drama', 'scifi', 'action', 'comedy']",['CA'],2,tt6849940,3.7,1204,0.0,0.0
tm285298,Naked,MOVIE,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",2017,,96,"['comedy', 'fantasy', 'romance']",['US'],,tt6048930,5.4,19482,0.0,0.0
ts80466,Secret Agent Selection: WW2,SHOW,"The training programme of one of World War Two's most covert organisations, the Special Operations Executive or SEO, is resurrected.",2018,,59,"['war', 'documentation', 'history', 'european']",['GB'],1,tt8268994,7.7,564,0.0,0.0
ts89067,Love and Fortune,SHOW,"Wako Taira is 31-years-old. She works part-time at a cinema close to her home. Her boyfriend is Fu-kun and they have lived together for 3 years. She has never thought of breaking up with her boyfriend, considering her age. One day, she meets high school student Yumeaki Iko. She can't resist him. Wako Taira has an affair with Yumeaki Iko.",2018,TV-MA,58,"['drama', 'romance']",['JP'],1,tt8649316,7.3,555,0.0,0.0
ts78145,Drug Lords,SHOW,"Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down.",2018,TV-MA,46,['documentation'],['US'],2,tt7935522,6.8,1334,0.0,0.0
tm263427,The Invisible Guardian,MOVIE,"When the naked body of a teenage girl is found on the banks of the River Baztán, it is quickly linked to a similar murder one month before. Soon, rumours are flying in the nearby village of Elizondo. Is this the work of a ritualistic killer or is it the basajaun, the ‘invisible guardian’ of Basque mythology?  Inspector Amaia Salazar leads the investigation, taking her back to the heart of the Basque country where she was born, and where she hoped never to return. Shrouded in mist and surrounded by impenetrable forests, it is a place of unresolved conflicts and a terrible secret from Amaia’s childhood that will come back to haunt her.  Faced with the superstitions of the village, Amaia must fight the demons of her past to confront the reality of a serial killer on the loose. But as she is drawn deeper into the investigation, she feels the presence of something darker lurking in the shadows…",2017,,129,"['thriller', 'crime', 'european']","['DE', 'ES']",,tt4924942,6.4,15901,0.0,0.0
ts77770,Fate/Extra Last Encore,SHOW,"Hakuno Kishinami finds himself in the midst of a Holy Grail war with no memories of how he got there. Through his confusion, he must fight to survive.",2018,,27,"['action', 'animation', 'fantasy']",['JP'],2,tt7940468,5.3,807,0.0,0.0
tm421335,Jim Jefferies: This Is Me Now,MOVIE,"The gleefully irreverent Jefferies skewers “grabby” celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special.",2018,,70,['comedy'],['US'],,tt8617844,7.3,4045,0.0,0.0
tm428453,Cities of Last Things,MOVIE,"This is a story about a common man who has extraordinary events in his mundane life. The film depicts the protagonist's turns of events in three eras, three seasons, three nights, in the same city, as told with reverse chronology.",2018,,106,"['drama', 'scifi', 'crime']","['CN', 'FR', 'TW', 'US']",,tt4397342,6.2,1669,0.0,0.0
tm371741,Si saben cómo me pongo ¿Pa' qué me invitan?,MOVIE,"Four mismatched couples meet at an exclusive resort in search of new adventures to improve their relationship. All of them will do their best to find the balance with their better half, but to achieve it they will have to overcome the difficult tests that love poses.",2018,,89,['comedy'],['CO'],,tt7940122,4.5,223,0.0,0.0
ts80600,Luis Miguel: The Series,SHOW,"The series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.",2018,TV-14,52,"['drama', 'history', 'music', 'romance']",['MX'],3,tt8045690,8.0,4556,0.0,0.0
tm295177,It's for Your Own Good,MOVIE,Three brothers-in-law try to get their daughters to dump their undesirable boyfriends.,2017,,93,"['comedy', 'european']",['ES'],,tt5790492,5.5,2347,0.0,0.0
ts80413,Busted!,SHOW,"Suspense, surprises and fun abound in this Korean variety game show featuring big personalities and even bigger mysteries in every episode.",2018,TV-14,75,"['thriller', 'comedy', 'reality']",['KR'],3,tt8328460,7.6,912,0.0,0.0
tm299783,The Laws of Thermodynamics,MOVIE,"Manel, a physicist working on his PhD thesis, accidentally fall in love with Elena, a young model and aspiring actress.",2018,,100,"['comedy', 'european']",['ES'],,tt6053938,6.0,2762,0.0,0.0
ts83925,Boca Juniors Confidential,SHOW,"Players, fans and staff of soccer powerhouse Boca Juniors provide an exclusive, behind-the-scenes look at Argentina's legendary club.",2018,,42,"['documentation', 'sport']",['AR'],1,tt8893546,6.3,352,0.0,0.0
tm313748,Handsome: A Netflix Mystery Movie,MOVIE,LA homicide detective Gene Handsome's knack for solving mysteries is matched only by his inability to make sense of his own problems.,2017,,81,"['comedy', 'documentation']",['US'],,tt5809020,5.2,4551,0.0,0.0
ts79585,Dinotrux: Supercharged,SHOW,"Amped up with powers that make them faster, stronger and more agile than ever, the Dinotrux are back to face new challenges and meet new friends.",2017,TV-Y7,23,"['animation', 'action', 'comedy', 'family']",['US'],3,tt7620702,7.5,98,0.0,0.0
tm444043,Hometown Holiday,MOVIE,"Krista is starting this New Year with a new business and a resolution to be more selective with who she dates. When Krista meets Ryan Rourke, an entertainment lawyer from LA, the two really hit it off. Ryan is in her hometown to sign a local rancher turned viral signing sensation as his new client. Now with Krista also in Rust Creek, maybe there is more of a reason to stick around. Both are holding onto things from their past and are forced to make some decisions if they truly want to be together.",2018,,84,"['comedy', 'drama', 'romance']",['CA'],,tt8659750,5.0,1003,0.0,0.0
ts83554,Inside the Criminal Mind,SHOW,Explore the psychological machinations and immoral behavior that define the most nefarious types of criminals.,2018,TV-MA,49,"['crime', 'documentation']",['US'],1,tt6775794,5.4,1014,0.0,0.0
tm287041,Jailbreak,MOVIE,"What started as a simple escort mission will soon turn to chaos as the prisoners of Koh Kla take over the prison grounds. A special task force [Jean-Paul Ly, Dara Our, Tharoth Sam] gets trapped in the prison will have to fight their way out for survival, to protect a key witness [Savin Phillip].",2017,,100,"['action', 'comedy']",['KH'],,tt5741304,5.4,1467,0.0,0.0
tm327652,"Roxanne, Roxanne",MOVIE,"The most feared battle emcee in early-'80s NYC was a fierce teenager from the Queensbridge projects with the weight of the world on her shoulders. At age 14, hustling the streets to provide for her family, Roxanne Shanté was well on her way to becoming a hip-hop legend.",2017,,98,"['drama', 'music']",['US'],,tt5796838,6.2,3222,0.0,0.0
tm416620,Quién te cantará,MOVIE,"Lila, a famous retired singer, loses her memory after suffering an accident, just as she planned her return to the stage.",2018,,125,"['drama', 'thriller', 'music', 'european']","['ES', 'FR']",,tt6485304,6.9,2915,0.0,0.0
tm354644,Something Huge,MOVIE,"Dani Tomás (Berto Romero) is a television screenwriter disillusioned and bored of his work. One day he receives unexpected news: for a legal error he must repeat eighth grade. Now, he returns to a world he already thought he had forgotten, living new experiences and experiencing a multitude of unexplained situations and hilarious events. But he will not be alone in this epic adventure, because he will have the help of the peculiar director of the school (Carlos Areces), a police officer (Antonio de la Torre, May God forgive us) and an enigmatic classmate (Carolina Bang).",2017,,86,"['comedy', 'european']",['ES'],,tt5674698,4.4,483,0.0,0.0
ts82565,Sparta,SHOW,"If you ever asked yourself what if there is any place where all your desires could suddenly come true, you should play «Sparta». «Sparta» is a game without any rules. Experiencing the game will change your life by the reason of virtual world crossing the borders and becoming the part of our daily routine.",2018,TV-MA,53,"['thriller', 'drama']",['RU'],1,tt6840106,6.6,449,0.0,0.0
tm299730,Lucid Dream,MOVIE,"Dae-ho, an investigative journalist, seeks to track down the whereabouts of his son who was abducted three years ago. With the help of a detective and a psychiatrist friend, he will retrace his memory of the incident through the use of lucid dreaming techniques.",2017,,101,"['thriller', 'scifi']",['KR'],,tt6830780,6.1,3680,0.0,0.0
tm331117,Carbone,MOVIE,"In danger of losing his business, Anthony Roca, an ordinary man, develops a scam that will become the heist of the century. Overtaken by the crime, he will have to deal with betrayal, murder and settling.",2017,,104,"['thriller', 'crime', 'european']","['BE', 'FR']",,tt6183834,6.5,2587,0.0,0.0
tm417317,Bhavesh Joshi Superhero,MOVIE,"A young man who stands for the right discovers that he's destined to do bigger things, which will transform him from a common man into a Superhero.",2018,,155,"['action', 'crime', 'drama']",['IN'],,tt6129302,7.6,8857,0.0,0.0
tm359150,Nothing to Hide,MOVIE,"To spice up a dinner party, old friends agree to share every private message that pops up on their phones -- with disastrous results.",2018,,93,"['drama', 'comedy', 'european']","['BE', 'FR', 'IT']",,tt7489816,6.8,15185,0.0,0.0
ts79409,A.I.C.O. -Incarnation-,SHOW,"In Japan in the year 2035, an accident known as the ""Burst"" occurs during a research project, spawning an out-of-control artificial life form called ""Matter"" that has spread throughout the Kurobe Gorge. The research city that was once hailed as the hope for humanity is cordoned off by the government. Two years later, 15-year-old Aiko Tachibana, who lost her family in the Burst, learns something unbelievable from Yuya Kanzaki, a new student at her school. A secret is hidden within her body, and the answer to the puzzle lies at the ""Primary Point"" that was the center of the Burst. Aiko resolves to infiltrate the restricted area, escorted by a team of divers and with Yuya as her guide. When boy meets girl with the fate of humanity in their hands, what new truth will come to light?",2018,TV-14,25,"['animation', 'action', 'scifi']",['JP'],1,tt8116380,6.3,1203,0.0,0.0
tm358666,The Awakening of Motti Wolkenbruch,MOVIE,"The young Orthodox Jew, Motti Wolkenbruch, finds himself at a turning point. His beloved mother wants him to get married and presents one marriage candidate after the other. Unfortunately none of the woman pleases him, because they all look just like her. The situation gets even more complicated, when Motti secretly falls in love with the non-Jewish girl Laura, a so-called Shiksa.",2018,,94,"['comedy', 'drama', 'european']","['DE', 'CH']",,tt4766630,6.6,4330,0.0,0.0
ts119730,Luo Bao Bei,SHOW,The story is about a 7-year-old Luo Bao Bei as she navigates childhood and the world around her. Fantasy and dreams add elements of surrealism.,2018,TV-Y,11,['animation'],[],1,tt7192414,8.0,38,,
ts53264,My Shy Boss,SHOW,The isolated life of an extreme introvert is thrown out of order when his company hires a new employee: a cheery extrovert who's not all she seems.,2017,TV-MA,71,"['comedy', 'drama', 'romance']",['KR'],1,tt6257622,7.2,1614,0.0,0.0
ts83359,100 Days My Prince,SHOW,"Lee Yool falls off a cliff and nearly dies in an attempted assassination. He loses his memory, and wanders for 100 days under a new name and personality. During this period, he meets Hong Sim, head of the first detective agency in Joseon.",2018,TV-14,75,"['drama', 'thriller', 'comedy', 'action', 'history', 'romance']",['KR'],1,tt8199972,7.7,2068,0.0,0.0
ts79707,Edha,SHOW,"Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.",2018,TV-MA,40,['drama'],['AR'],1,tt7956274,4.9,647,0.0,0.0
ts83071,Afflicted,SHOW,Baffling symptoms. Controversial diagnoses. Costly treatments. Seven people with chronic illnesses search for answers -- and relief.,2018,TV-MA,42,"['documentation', 'thriller', 'reality']",['BR'],1,tt8792570,5.1,1120,0.0,0.0
tm300447,Bill Burr: Walk Your Way Out,MOVIE,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",2017,,77,"['comedy', 'documentation']",['US'],,tt6184894,7.2,7256,0.0,0.0
ts84484,Dancing Queen,SHOW,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day -- and the drag world by night.,2018,,41,"['reality', 'music']",['US'],1,tt8882486,6.9,1614,0.0,0.0
ts75012,Million Yen Women,SHOW,"Five beautiful but mysterious women move in with unsuccessful novelist Shin, who manages their odd household in exchange for a tidy monthly sum.",2017,,30,"['drama', 'crime', 'romance', 'comedy']",['JP'],1,tt6686450,7.6,1835,0.0,0.0
ts80208,Fugitiva,SHOW,A woman organizes an escape plan camouflaged as a kidnapping to protect her children from her husband's enemies.,2018,TV-MA,52,"['drama', 'thriller', 'action', 'crime']",['ES'],1,tt7158972,5.6,665,0.0,0.0
tm463806,The Legend of Cocaine Island,MOVIE,A family man with no drug running experience searches the Caribbean for a lost stash of cocaine said to be worth at least $2 million.,2018,,87,['documentation'],['US'],,tt8106596,6.3,3323,0.0,0.0
tm350887,Barbie: Dolphin Magic,MOVIE,"Barbie and her sisters take off on another exciting, global adventure to visit their friend Ken at his summer internship at a beautiful and exotic coral reef.",2017,G,63,['fantasy'],['CA'],,,,,0.0,0.0
tm289882,Birdshot,MOVIE,"A farm girl mistakenly shoots and kills an endangered Philippine Eagle. When authorities begin a manhunt to track down the eagle’s killer, they stumble upon an even more horrific discovery.",2017,,116,"['thriller', 'drama']",['PH'],,tt6135042,6.6,792,0.0,0.0
ts255677,Pucca: Love Recipe,SHOW,"There is an over-arching plot detailing the rivalry between the Goh-Rong Restaurant and the Sooga Island location of a multi-national restaurant chain called Dong King Restaurant. Ring Ring, a local 12-year old fashion star, who appeared in the Jetix show and also appeared as Pucca's rival for Garu's affections, is revealed to be the daughter of Dong King and at times works for him, while also directing his servants against Pucca. These servants, under the command of the Dong King Restaurant's manager, Fyah, continually attempt to steal the Goh-Rong's customers by means of various dirty tricks, including occasionally hiring villains such as Tobe and his ninjas or The Pirates.",2018,TV-Y7,24,"['animation', 'comedy']",[],1,,,,0.0,
tm296398,Steel Rain,MOVIE,"Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war.",2017,,139,"['action', 'thriller', 'drama']",['KR'],,tt6769508,7.1,5581,0.0,0.0
tm440946,Christmas with a View,MOVIE,"This Christmas, Thunder Mountain Ski Resort is abuzz when celebrity chef Shane Roarke is named the new head chef. Clara Garrison isn't as excited and is instead focused on getting resettled after her failed attempt at opening a restaurant in the city. With their paths constantly crossing, will their shared passion for cooking bring them together or will secrets keep them apart?",2018,,90,"['romance', 'family', 'drama']",['CA'],,tt8041006,5.1,4574,0.0,0.0
tm361743,A Miraculous Christmas Special: Tales of Ladybug and Cat Noir,MOVIE,"It's Christmas in Paris, a time for generosity, giving and spending time with family. At least not for everyone, Adrien has to celebrate his first Christmas without his mom, and he thinks that his father is not interested in celebrating the holiday with him this year, which inspires him the idea to run away from home as Cat Noir to sing out his anger in the cold and snow. When the news of his disappearance spreads all over Paris, Adrien's friends go out searching for him while Marinette transforms as Ladybug to search the cold and snow for the boy she secretly loves. But things get worse when she accidentally causes a man dressed as Santa to get akumatized on Christmas Eve, now Ladybug and Cat Noir have to stop him before he destroys the holiday for everyone.",2017,,21,[],"['JP', 'KR', 'FR']",,,,,0.0,0.0
tm408104,Greg Davies: You Magnificent Beast,MOVIE,"Greg is back with his first stand up show in four years, and biggest ever tour, You Magnificent Beast.",2018,,66,['comedy'],['GB'],,tt8259682,7.1,2387,0.0,0.0
ts94470,Relatable,SHOW,"What happens when the '90s meets now? A group of friends takes it day by day trying to find out. Through life, love, awkward moments, bad dates and social media. A comedy with a cast that has a leg in the 90s and a hand high-fiving the millennials.",2018,,39,['comedy'],[],2,tt8404330,,,0.0,
tm244521,Catfight,MOVIE,The rivalry between two former college friends comes to a head when they both attend the same glamorous event.,2017,,96,"['comedy', 'drama', 'action']",['US'],,tt5294198,5.9,6323,0.0,0.0
tm414676,Paradise Lost,MOVIE,"Marked by losses and mismatches, José's eccentric family seek to be happy while locked in Paraíso Perdido, a nightclub that has stopped in time, where they sing popular romantic music.",2018,,110,"['drama', 'music', 'documentation']",['BR'],,tt6955878,6.9,689,0.0,0.0
tm321627,Ali's Wedding,MOVIE,"After a ""white lie"" which spirals out of control, a neurotic, naive and musically gifted Muslim cleric's eldest son must follow through with an arranged marriage, except he is madly in love with an Australian born-Lebanese girl.",2017,,110,"['romance', 'comedy', 'drama']",['AU'],,tt2782692,6.9,5008,0.0,0.0
tm307761,Toilet: A Love Story,MOVIE,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",2017,,155,"['comedy', 'drama', 'romance']",['IN'],,tt5785170,7.2,20896,0.0,0.0
tm428073,When Angels Sleep,MOVIE,"Germán, an honest family man, sees how his whole world wobbles the night when, driving home, accidentally runs over two teenage girls. From that moment, Germán will have to do everything in his power to prevent his life from being destroyed forever.",2018,,94,"['thriller', 'drama', 'horror', 'action', 'crime', 'fantasy', 'european']",['ES'],,tt3732280,5.5,3684,0.0,0.0
ts83070,72 Dangerous Animals: Asia,SHOW,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",2018,TV-14,47,['documentation'],['US'],1,tt8989864,6.6,517,0.0,0.0
tm356563,The Stolen,MOVIE,"The story of a woman who must find her kidnapped son, navigating a world she doesn't know, on the edge of danger with every heartbeat.",2017,,98,"['western', 'drama', 'thriller', 'action']","['DE', 'NZ', 'GB']",,tt6441176,5.3,1330,0.0,0.0
